step,losses/entropy,losses/loss,losses/policy_loss,losses/value_loss,charts/0/avg_episode_returns,charts/0/avg_episode_success,param_rms/total,grad_rms/total,stats/training_time,var_explained
307200,-1.3562839031219482,-0.012569963932037354,-0.001433665631338954,0.00930694118142128,-7.1188483238220215,0.0,42.312469482421875,0.08437203615903854,0.25528979301452637,0.8458474278450012
665600,-1.3628101348876953,-0.012405680492520332,-0.0014648095238953829,0.01061227172613144,-7.150145530700684,0.0,42.240692138671875,0.05857810378074646,0.2781331539154053,0.46097278594970703
716800,-1.3604594469070435,-0.013022320345044136,-0.0027225178200751543,0.013008568435907364,-7.341556072235107,0.0014684287812041115,42.23090362548828,0.07711545377969742,0.25701475143432617,0.30687350034713745
768000,-1.3626360893249512,-0.0016391677781939507,0.008805696852505207,0.012644455768167973,-7.085943222045898,0.0014641288433382138,42.22096633911133,0.0861639752984047,0.2627546787261963,0.401849627494812
819200,-1.3683116436004639,-0.010182755999267101,0.0008538386318832636,0.0105416439473629,-7.179939270019531,0.0,42.21132278442383,0.06262114644050598,0.26056480407714844,0.49242866039276123
1689600,-1.3675978183746338,-0.008910926058888435,0.002811341779306531,0.007743624970316887,-7.268943786621094,0.0,42.10809326171875,0.07664898037910461,0.26021385192871094,0.6237496733665466
2201600,-1.362207293510437,-0.017961297184228897,-0.006111204624176025,0.006911884993314743,-7.125289440155029,0.0029069767441860465,42.0941162109375,0.06335043162107468,0.26215195655822754,0.5738279819488525
2355200,-1.3519045114517212,-0.014944293536245823,-0.0027257048059254885,0.00462697260081768,-7.157674312591553,0.0,42.097007751464844,0.04997603967785835,0.25962042808532715,0.8957201242446899
2457600,-1.357862949371338,-0.005452022887766361,0.005763364490121603,0.009240124374628067,-7.076943874359131,0.0,42.10059356689453,0.046574365347623825,0.2602972984313965,0.4695345461368561
2713600,-1.3340280055999756,-0.004809202626347542,0.006581207737326622,0.00645254785194993,-6.888935565948486,0.0,42.12541961669922,0.07077351212501526,0.2585270404815674,0.75316321849823
2816000,-1.309851050376892,-0.011101040989160538,-0.00022423185873776674,0.006750374101102352,-7.0854268074035645,0.0,42.137062072753906,0.061336636543273926,0.26187705993652344,0.6651943922042847
2867200,-1.362882375717163,-0.010904469527304173,-0.00021690106950700283,0.01153561845421791,-7.099115371704102,0.0,42.13903045654297,0.0664253681898117,0.25864553451538086,0.5538891553878784
3379200,-1.3187991380691528,-0.02012503892183304,-0.0101454583927989,0.010980046354234219,-6.9088521003723145,0.0,42.26061248779297,0.08954654633998871,0.2582404613494873,0.46750766038894653
3430400,-1.2320828437805176,-0.018122801557183266,-0.009776855818927288,0.009815152734518051,-6.997163772583008,0.0,42.291282653808594,0.10864508152008057,0.2617204189300537,0.6031677722930908
3584000,-1.2618530988693237,-0.014178860001266003,-0.005476103164255619,0.011624451726675034,-6.914409160614014,0.001455604075691412,42.3630485534668,0.10475535690784454,0.25889134407043457,0.4524255096912384
3635200,-1.291297435760498,-0.014360841363668442,-0.003546364139765501,0.005574517883360386,-7.02922248840332,0.0,42.37237548828125,0.06622888147830963,0.25981712341308594,0.44660764932632446
4147200,-0.9997923374176025,0.0010057887993752956,-0.005610515363514423,0.04948366433382034,-6.379884243011475,0.0014265335235378032,42.68656921386719,0.2631909251213074,0.25662732124328613,0.6249239444732666
4352000,-1.1378240585327148,-0.01587994396686554,-0.009719954803586006,0.01189524307847023,-6.38155460357666,0.004322766570605188,42.810916900634766,0.1544373333454132,0.2556874752044678,0.7271256446838379
4556800,-0.9940818548202515,-0.01712610200047493,-0.01570853590965271,0.01774146407842636,-6.030584335327148,0.00558659217877095,42.9259033203125,0.2365095466375351,0.26157140731811523,0.7980898022651672
4761600,-1.0033230781555176,-0.0030798991210758686,-0.011065477505326271,0.056509874761104584,-6.020801544189453,0.011477761836441894,43.03250503540039,0.21761807799339294,0.25647640228271484,0.6969391107559204
4812800,-0.9799168109893799,-0.004094772972166538,-0.012654278427362442,0.0569671131670475,-6.096388816833496,0.010526315789473684,43.06288146972656,0.23916667699813843,0.2570304870605469,0.7192779779434204
4915200,-1.0245336294174194,-0.017418354749679565,-0.01453742478042841,0.01411833893507719,-5.834466457366943,0.0070921985815602835,43.11354446411133,0.2181890904903412,0.2581338882446289,0.8370089530944824
5120000,-0.9837132692337036,-0.003804720938205719,-0.014032421633601189,0.06262968480587006,-5.8535542488098145,0.01741654571843251,43.213768005371094,0.26721829175949097,0.25963711738586426,0.7661949396133423
5427200,-0.9185552000999451,-0.012973258271813393,-0.014418527483940125,0.022393444553017616,-5.653243064880371,0.02064896755162242,43.36100769042969,0.3076397478580475,0.2600839138031006,0.892159104347229
5785600,-0.9048790335655212,-0.015365887433290482,-0.01606709510087967,0.018452785909175873,-5.390405178070068,0.01744186046511628,43.540462493896484,0.2908238172531128,0.25574207305908203,0.8900266289710999
5836800,-1.073076844215393,-0.00968685932457447,-0.014730053022503853,0.05113156512379646,-5.347374439239502,0.030612244897959183,43.5604133605957,0.34848591685295105,0.26371169090270996,0.7895011901855469
5888000,-0.8128304481506348,-0.0027820286341011524,-0.014864618889987469,0.05441133677959442,-5.2548041343688965,0.03012912482065997,43.593048095703125,0.32052046060562134,0.2606391906738281,0.7808661460876465
5990400,-0.961784839630127,0.006048966199159622,-0.024745330214500427,0.14388088881969452,-5.18090295791626,0.03818953323903819,43.63819885253906,0.3040192127227783,0.26119375228881836,0.651705265045166
6195200,-0.847952127456665,0.008449932560324669,-0.01544548012316227,0.10553079843521118,-5.210012435913086,0.03193033381712627,43.746498107910156,0.35155749320983887,0.25698423385620117,0.7496470212936401
6348800,-1.0617766380310059,-0.0034986762329936028,-0.021350961178541183,0.10181023925542831,-5.121325969696045,0.031073446327683617,43.8214225769043,0.30484312772750854,0.261523962020874,0.765783429145813
6553600,-0.7561814188957214,-0.004153305198997259,-0.0196390338242054,0.0630793496966362,-5.071507930755615,0.03276353276353276,43.929752349853516,0.3849715292453766,0.2549893856048584,0.8248276114463806
6707200,-1.048887848854065,0.06592686474323273,-0.006074852775782347,0.316885769367218,-4.993532180786133,0.04741379310344827,43.995277404785156,0.5334978103637695,0.25789427757263184,0.6736407279968262
6912000,-0.8606931567192078,0.00019486341625452042,-0.012734642252326012,0.06254196912050247,-4.936269760131836,0.044797687861271675,44.10205841064453,0.3236456513404846,0.2571384906768799,0.8577390909194946
7219200,-0.9600374102592468,0.005349883809685707,-0.020051773637533188,0.12277927994728088,-4.76982307434082,0.05830903790087463,44.255592346191406,0.31138429045677185,0.25716710090637207,0.7593275308609009
7372800,-0.8717832565307617,0.02509629912674427,-0.01917586661875248,0.19050142168998718,-4.668676376342773,0.05890804597701149,44.32240295410156,0.4470684826374054,0.2572181224822998,0.6305133104324341
7936000,-0.9940382242202759,0.03641297668218613,-0.01047026738524437,0.20973853766918182,-4.244082927703857,0.07323943661971831,44.61750793457031,0.6428164839744568,0.2566101551055908,0.6690973043441772
7987200,-0.8735584020614624,0.09358499199151993,-0.009852360002696514,0.4274592995643616,-4.14621639251709,0.07703081232492998,44.64336395263672,0.6540219187736511,0.2589123249053955,0.49623599648475647
8448000,-0.8643589615821838,0.02706863544881344,-0.0125891650095582,0.17152613401412964,-4.181917667388916,0.07788595271210014,44.873016357421875,0.40695104002952576,0.25800037384033203,0.7545666694641113
8908800,-0.9330697655677795,0.050029102712869644,-0.01609145663678646,0.28392520546913147,-4.13267707824707,0.08274894810659186,45.09709167480469,0.7661198973655701,0.2589123249053955,0.7424355745315552
9011200,-0.7684453725814819,0.04834176227450371,-0.008917730301618576,0.22768282890319824,-4.238785266876221,0.07193229901269393,45.153717041015625,1.6781129837036133,59.5174081325531,0.841174304485321
