step,losses/entropy,losses/loss,losses/policy_loss,losses/value_loss,charts/0/avg_episode_returns,charts/0/avg_episode_success,param_rms/total,grad_rms/total,stats/training_time,var_explained
204800,-1.3474185466766357,-0.006079049315303564,0.0043194652535021305,0.011632670648396015,-7.306865215301514,0.0,27.529979705810547,0.04566817730665207,0.07642078399658203,0.7036216259002686
307200,-1.3613934516906738,-0.01701793074607849,-0.006494675762951374,0.012116664089262486,-6.925142765045166,0.0,27.5355281829834,0.05698203667998314,0.07607412338256836,0.5560214519500732
512000,-1.3646624088287354,-0.007888957858085632,0.002611661795526743,0.012428585439920425,-7.462460994720459,0.0,27.546131134033203,0.05267173796892166,0.07795476913452148,0.44260090589523315
716800,-1.363245964050293,-0.004024777561426163,0.005687972530722618,0.015541419386863708,-7.0938401222229,0.0,27.553630828857422,0.046660926192998886,0.07670974731445312,0.41604846715927124
870400,-1.3619439601898193,-0.008093205280601978,0.0018915152177214622,0.014332322403788567,-7.126199722290039,0.0,27.55953598022461,0.044680722057819366,0.07691287994384766,0.41135263442993164
1024000,-1.3618180751800537,-0.0011761239729821682,0.008585551753640175,0.015209531411528587,-7.077054023742676,0.0,27.568286895751953,0.056331150233745575,0.07853412628173828,0.3524421751499176
1587200,-1.3509976863861084,-0.011219771578907967,-0.001020065974444151,0.012753595598042011,-7.0367045402526855,0.0,27.61078643798828,0.04482746496796608,0.07922124862670898,0.31303179264068604
1792000,-1.3564026355743408,-0.011504964902997017,-0.0014462316175922751,0.013579471036791801,-7.131276607513428,0.0,27.629993438720703,0.03982699662446976,0.07882070541381836,0.34446364641189575
2252800,-1.3571240901947021,-0.014500549994409084,-0.004540040623396635,0.014016622677445412,-7.205960273742676,0.0014903129657228018,27.68062973022461,0.04603899270296097,0.07745051383972168,0.4021944999694824
2406400,-1.3385182619094849,-0.01402971614152193,-0.0034184218384325504,0.010172085836529732,-7.261841297149658,0.0,27.703353881835938,0.042190179228782654,0.07701945304870605,0.3183242976665497
2713600,-1.3557531833648682,-0.011503338813781738,-0.0012523685581982136,0.01280272752046585,-7.03031063079834,0.0,27.73367691040039,0.0523349866271019,0.07859230041503906,0.39316797256469727
2969600,-1.3605473041534424,-0.014046878553926945,-0.0036501300055533648,0.012434588745236397,-7.101314067840576,0.0,27.76515007019043,0.046731699258089066,0.07706308364868164,0.3634866774082184
3276800,-1.3557922840118408,-0.019807318225502968,-0.01020907424390316,0.015351155772805214,-7.175180912017822,0.00145985401459854,27.81060791015625,0.05437999963760376,0.0765380859375,0.3468875586986542
3737600,-1.3385553359985352,-0.007839204743504524,0.002348105190321803,0.011774946935474873,-7.141419410705566,0.0,27.922996520996094,0.06452257931232452,0.07696366310119629,0.40948474407196045
4249600,-1.3291504383087158,-0.019927185028791428,-0.010749832727015018,0.015099621377885342,-7.0739054679870605,0.0,28.049972534179688,0.098515585064888,0.07673335075378418,0.29053160548210144
4556800,-1.3308742046356201,-0.01393850613385439,-0.004244116134941578,0.013260234147310257,-7.087174415588379,0.0,28.136268615722656,0.05153793469071388,0.07877397537231445,0.41926881670951843
4608000,-1.3601298332214355,-0.0101937809959054,7.534679025411606e-05,0.013051852583885193,-7.145345687866211,0.0,28.149778366088867,0.04690612480044365,0.07980060577392578,0.23267939686775208
4812800,-1.3429827690124512,-0.021028799936175346,-0.011099399998784065,0.013040469959378242,-7.156783580780029,0.0,28.218109130859375,0.07667573541402817,0.07835268974304199,0.3987419605255127
4966400,-1.3231724500656128,-0.013016875833272934,-0.0035882391966879368,0.013577344827353954,-6.996964454650879,0.001445086705202312,28.26460838317871,0.0591193288564682,0.07535934448242188,0.46577680110931396
5324800,-1.305687427520752,-0.021688006818294525,-0.01335829496383667,0.01665264554321766,-7.3105340003967285,0.001483679525222552,28.403820037841797,0.10662701725959778,0.0805666446685791,0.4097931385040283
5632000,-1.3485198020935059,-0.007595940493047237,0.00336666707880795,0.009403510950505733,-7.141911029815674,0.0,28.519100189208984,0.05328332260251045,0.07673048973083496,0.39004456996917725
6041600,-1.314043641090393,-0.010249537415802479,-0.0004880600608885288,0.011714589782059193,-6.8907389640808105,0.002849002849002849,28.736286163330078,0.05092284083366394,0.07626891136169434,0.5056830048561096
6246400,-1.289040207862854,-0.005902671255171299,0.0034468206577003,0.011192483827471733,-6.993293762207031,0.0,28.839508056640625,0.0789504274725914,0.07538104057312012,0.41259872913360596
6451200,-1.289128303527832,-0.010094717144966125,-0.0009484052425250411,0.012045573443174362,-6.93421745300293,0.0014749262536873156,28.945920944213867,0.08122172951698303,0.0775003433227539,0.544411301612854
6553600,-1.271428108215332,-0.017983559519052505,-0.010403884574770927,0.01687506213784218,-7.096017360687256,0.0014749262536873156,28.997901916503906,0.0977710708975792,0.08049798011779785,0.439868688583374
6758400,-1.2602744102478027,-0.007846999913454056,0.0007703352021053433,0.011929407715797424,-6.8568525314331055,0.002886002886002886,29.110557556152344,0.11501339077949524,0.07740044593811035,0.48794788122177124
6809600,-1.2160332202911377,-0.01307046040892601,-0.0064935036934912205,0.016367856413125992,-6.779998779296875,0.0014492753623188406,29.129793167114258,0.10748128592967987,0.0769796371459961,0.4708681106567383
6912000,-1.1947497129440308,-0.013981135562062263,-0.007730729877948761,0.015776457265019417,-6.982198715209961,0.001447178002894356,29.186901092529297,0.13340789079666138,0.07762789726257324,0.5333577394485474
6963200,-1.1127722263336182,-0.017994705587625504,-0.013740870170295238,0.016368960961699486,-6.884896755218506,0.0,29.224956512451172,0.11899252235889435,0.07623982429504395,0.570563793182373
7014400,-1.2195699214935303,-0.010524684563279152,-0.0032751234248280525,0.013847321271896362,-6.8343095779418945,0.002932551319648094,29.251781463623047,0.09559570252895355,0.08263134956359863,0.4167447090148926
7168000,-1.1856482028961182,-0.02109690010547638,-0.01423490047454834,0.012651241384446621,-6.913851261138916,0.001443001443001443,29.331924438476562,0.1128230094909668,0.07606768608093262,0.5420163869857788
7782400,-1.1089775562286377,-0.013945810496807098,-0.00962570309638977,0.016719523817300797,-6.760868072509766,0.002898550724637681,29.694162368774414,0.12531855702400208,0.07506656646728516,0.531593382358551
7833600,-1.224005103111267,-0.009537403471767902,-0.001809864304959774,0.012775876559317112,-6.831810474395752,0.0029455081001472753,29.726896286010742,0.09931887686252594,0.07572555541992188,0.604493260383606
8089600,-1.1175811290740967,-0.011163655668497086,-0.0070606074295938015,0.018337329849600792,-7.001039028167725,0.0014858841010401188,29.89990997314453,0.1568770408630371,0.07834696769714355,0.5771218538284302
8345600,-1.1334320306777954,-0.01635381579399109,-0.012010747566819191,0.018728243187069893,-6.591183185577393,0.002890173410404624,30.058853149414062,0.1279873549938202,0.0787510871887207,0.6078869104385376
8499200,-1.121272087097168,-0.0006517083384096622,-0.0069524431601166725,0.060265250504016876,-6.54287576675415,0.004189944134078212,30.154420852661133,0.19989639520645142,0.0787053108215332,0.6087740063667297
8652800,-1.1236677169799805,-0.011235252022743225,-0.006744603160768747,0.017243195325136185,-6.763312339782715,0.0014792899408284023,30.25946807861328,0.10618357360363007,0.07848358154296875,0.6232583522796631
8806400,-0.9866354465484619,-0.012857538647949696,-0.012848801910877228,0.02118760161101818,-6.732016563415527,0.0014619883040935672,30.374675750732422,0.16353839635849,0.07640552520751953,0.7019747495651245
9011200,-1.048243761062622,-0.009065765887498856,-0.006920217536389828,0.019702717661857605,-6.63748025894165,0.002894356005788712,30.519845962524414,0.14215177297592163,16.629648208618164,0.6844607591629028
9267200,-1.0650506019592285,-0.018035616725683212,-0.015345500782132149,0.01850728876888752,-6.622384548187256,0.0014727540500736377,30.718467712402344,0.15928304195404053,0.07624936103820801,0.7477346658706665
9369600,-1.0263566970825195,-0.016765715554356575,-0.02703537791967392,0.06671635061502457,-6.5163493156433105,0.00583941605839416,30.792675018310547,0.20588737726211548,0.07800483703613281,0.6476376056671143
9420800,-1.0763132572174072,-0.025194495916366577,-0.022751713171601295,0.020328592509031296,-6.606940746307373,0.004431314623338257,30.831314086914062,0.16565293073654175,0.07704329490661621,0.6978154182434082
9830400,-1.0188422203063965,-0.006304820533841848,-0.016433654353022575,0.06447727233171463,-6.533782482147217,0.006006006006006006,31.184192657470703,0.24507784843444824,0.07658839225769043,0.7112187147140503
9881600,-1.0485094785690308,-0.02503708191215992,-0.02418394573032856,0.023628558963537216,-6.431037425994873,0.007320644216691069,31.224903106689453,0.20375795662403107,0.0761420726776123,0.757663905620575
10137600,-1.0427322387695312,-0.0011948375031352043,-0.011573266237974167,0.06771096587181091,-6.5209879875183105,0.008995502248875561,31.45276641845703,0.20040252804756165,0.0768895149230957,0.6911499500274658
10188800,-1.0948466062545776,0.00385984405875206,-0.012767665088176727,0.09815149009227753,-6.391026973724365,0.007352941176470588,31.497854232788086,0.2607991099357605,0.07868766784667969,0.643939733505249
10240000,-1.0714164972305298,0.0038537438958883286,-0.01960631273686886,0.12319310009479523,-6.361001968383789,0.007385524372230428,31.540212631225586,0.28994739055633545,0.07590603828430176,0.5748863220214844
10291200,-1.102014183998108,-0.020016059279441833,-0.0163663811981678,0.017414849251508713,-6.535797595977783,0.0014792899408284023,31.58462142944336,0.1332004964351654,0.07784557342529297,0.8223953247070312
11315200,-1.0125035047531128,0.006272183731198311,-0.003433744888752699,0.06220420449972153,-6.286407470703125,0.004291845493562232,32.46705627441406,0.16881832480430603,0.07546782493591309,0.7856689691543579
11776000,-1.083371639251709,-0.021863851696252823,-0.019179977476596832,0.01902592182159424,-6.077264308929443,0.011510791366906475,32.85664367675781,0.14785069227218628,0.07648968696594238,0.882697343826294
11980800,-0.9643491506576538,-0.01210577879101038,-0.02374367043375969,0.06441080570220947,-5.898867130279541,0.014144271570014143,33.03028869628906,0.22574439644813538,0.07739400863647461,0.8109620809555054
12288000,-1.1535773277282715,-0.01180815789848566,-0.01754591055214405,0.05949631333351135,-6.244129180908203,0.008915304606240713,33.26981735229492,0.14747673273086548,0.07631659507751465,0.815726637840271
12339200,-1.1480772495269775,-0.01913391426205635,-0.014291102066636086,0.016408570110797882,-6.0556960105896,0.007122507122507123,33.317039489746094,0.13821576535701752,0.0753781795501709,0.8744727373123169
12748800,-1.0481141805648804,-0.02658548206090927,-0.025165654718875885,0.019731681793928146,-6.023375511169434,0.010101010101010102,33.65159606933594,0.16841447353363037,0.07601141929626465,0.9083068370819092
13056000,-1.0023034811019897,-0.008515825495123863,-0.017040735110640526,0.05523787811398506,-5.998540878295898,0.01020408163265306,33.89249801635742,0.1567578762769699,0.07526397705078125,0.8459204435348511
13209600,-1.0459376573562622,-0.012169189751148224,-0.020459407940506935,0.05844276025891304,-5.893747806549072,0.008928571428571428,34.02366638183594,0.16901038587093353,0.07597208023071289,0.8281872868537903
13260800,-1.0112082958221436,-0.0018823081627488136,-0.021658003330230713,0.10146959125995636,-5.641183376312256,0.01692524682651622,34.06322479248047,0.199870765209198,0.07509517669677734,0.8408723473548889
13363200,-1.0755808353424072,-0.003872949630022049,-0.010950988158583641,0.05661880597472191,-5.7945146560668945,0.011544011544011544,34.13772201538086,0.16773119568824768,0.08026361465454102,0.8375318050384521
13772800,-1.0765445232391357,-0.007845665328204632,-0.015881627798080444,0.06041800230741501,-5.66527795791626,0.014347202295552367,34.447784423828125,0.1687685251235962,0.07559061050415039,0.8638767004013062
13926400,-1.057782769203186,-0.019525699317455292,-0.016760865226387978,0.01534679438918829,-5.6211748123168945,0.01764705882352941,34.56604766845703,0.15189826488494873,0.0760045051574707,0.9255111217498779
14028800,-1.1119310855865479,-0.0191506240516901,-0.0150455292314291,0.015370839275419712,-5.864116191864014,0.016176470588235296,34.640785217285156,0.1537206768989563,0.0807034969329834,0.9232757687568665
14540800,-1.0457732677459717,-0.03139212355017662,-0.030171982944011688,0.019497070461511612,-5.486092567443848,0.029585798816568046,35.00941467285156,0.2348233312368393,0.07672452926635742,0.9183598756790161
14796800,-0.9952059388160706,-0.0012358140666037798,-0.022327758371829987,0.10379696637392044,-5.446229934692383,0.028985507246376812,35.19291687011719,0.25862547755241394,0.07872343063354492,0.8037688732147217
15462400,-0.9466718435287476,-0.002772271167486906,-0.0151185542345047,0.06267658621072769,-5.589940071105957,0.026239067055393587,35.64592361450195,0.1991213858127594,0.07759332656860352,0.8617002964019775
15513600,-1.037924885749817,0.004043517634272575,-0.02468663826584816,0.13892315328121185,-5.39654016494751,0.024495677233429394,35.672096252441406,0.24270452558994293,0.07644057273864746,0.7942988872528076
15872000,-0.9945418834686279,-0.013357479125261307,-0.022790983319282532,0.05609453469514847,-5.642088413238525,0.01741654571843251,35.92797088623047,0.2030281126499176,0.08087301254272461,0.8863953948020935
15923200,-1.1022380590438843,-0.02565537393093109,-0.021932080388069153,0.015431936830282211,-5.271179676055908,0.023054755043227664,35.95769500732422,0.13436579704284668,0.0758981704711914,0.9179714918136597
16179200,-1.0849297046661377,0.0012263115495443344,-0.01578585058450699,0.09651739150285721,-5.021803855895996,0.03333333333333333,36.14064407348633,0.2287578582763672,0.07741332054138184,0.8105140328407288
16435200,-1.0227913856506348,0.009713856503367424,-0.020539484918117523,0.14355149865150452,-5.369014263153076,0.022026431718061675,36.320167541503906,0.26012635231018066,0.0778660774230957,0.7395823001861572
