"Step","quizzical-pike-2 - hard/00_episode_successes","quizzical-pike-2 - hard/00_episode_successes__MIN","quizzical-pike-2 - hard/00_episode_successes__MAX","quizzical-pike-2 - hard/01_episode_successes","quizzical-pike-2 - hard/01_episode_successes__MIN","quizzical-pike-2 - hard/01_episode_successes__MAX","quizzical-pike-2 - hard/02_episode_successes","quizzical-pike-2 - hard/02_episode_successes__MIN","quizzical-pike-2 - hard/02_episode_successes__MAX","quizzical-pike-2 - hard/04_episode_successes","quizzical-pike-2 - hard/04_episode_successes__MIN","quizzical-pike-2 - hard/04_episode_successes__MAX","quizzical-pike-2 - hard/06_episode_successes","quizzical-pike-2 - hard/06_episode_successes__MIN","quizzical-pike-2 - hard/06_episode_successes__MAX","quizzical-pike-2 - hard/08_episode_successes","quizzical-pike-2 - hard/08_episode_successes__MIN","quizzical-pike-2 - hard/08_episode_successes__MAX","quizzical-pike-2 - hard/10_episode_successes","quizzical-pike-2 - hard/10_episode_successes__MIN","quizzical-pike-2 - hard/10_episode_successes__MAX","quizzical-pike-2 - hard/12_episode_successes","quizzical-pike-2 - hard/12_episode_successes__MIN","quizzical-pike-2 - hard/12_episode_successes__MAX","quizzical-pike-2 - hard/16_episode_successes","quizzical-pike-2 - hard/16_episode_successes__MIN","quizzical-pike-2 - hard/16_episode_successes__MAX"
"1001472000","0.06422569027611044","0.06422569027611044","0.06422569027611044","0.061224489795918366","0.061224489795918366","0.061224489795918366","0.06602641056422569","0.06602641056422569","0.06602641056422569","0.07472989195678272","0.07472989195678272","0.07472989195678272","0.07382953181272509","0.07382953181272509","0.07382953181272509","0.08343337334933974","0.08343337334933974","0.08343337334933974","0.08433373349339736","0.08433373349339736","0.08433373349339736","0.0861344537815126","0.0861344537815126","0.0861344537815126","0.09183673469387756","0.09183673469387756","0.09183673469387756"
"1101619200","0.07112845138055222","0.07112845138055222","0.07112845138055222","0.07292917166866747","0.07292917166866747","0.07292917166866747","0.07172869147659064","0.07172869147659064","0.07172869147659064","0.08013205282112845","0.08013205282112845","0.08013205282112845","0.08703481392557023","0.08703481392557023","0.08703481392557023","0.09993997599039615","0.09993997599039615","0.09993997599039615","0.10654261704681872","0.10654261704681872","0.10654261704681872","0.10414165666266506","0.10414165666266506","0.10414165666266506","0.1059423769507803","0.1059423769507803","0.1059423769507803"
"1201766400","0.06482593037214886","0.06482593037214886","0.06482593037214886","0.06722689075630252","0.06722689075630252","0.06722689075630252","0.06392557022809124","0.06392557022809124","0.06392557022809124","0.07112845138055222","0.07112845138055222","0.07112845138055222","0.07983193277310924","0.07983193277310924","0.07983193277310924","0.0894357743097239","0.0894357743097239","0.0894357743097239","0.09153661464585834","0.09153661464585834","0.09153661464585834","0.0936374549819928","0.0936374549819928","0.0936374549819928","0.09543817527010805","0.09543817527010805","0.09543817527010805"
"1301913600","0.06722689075630252","0.06722689075630252","0.06722689075630252","0.06902761104441776","0.06902761104441776","0.06902761104441776","0.07623049219687875","0.07623049219687875","0.07623049219687875","0.08313325330132053","0.08313325330132053","0.08313325330132053","0.08733493397358943","0.08733493397358943","0.08733493397358943","0.10024009603841537","0.10024009603841537","0.10024009603841537","0.10294117647058823","0.10294117647058823","0.10294117647058823","0.10534213685474189","0.10534213685474189","0.10534213685474189","0.1092436974789916","0.1092436974789916","0.1092436974789916"
"1402060800","0.07052821128451381","0.07052821128451381","0.07052821128451381","0.06782713085234093","0.06782713085234093","0.06782713085234093","0.0666266506602641","0.0666266506602641","0.0666266506602641","0.08283313325330131","0.08283313325330131","0.08283313325330131","0.093937575030012","0.093937575030012","0.093937575030012","0.1017406962785114","0.1017406962785114","0.1017406962785114","0.10384153661464586","0.10384153661464586","0.10384153661464586","0.1014405762304922","0.1014405762304922","0.1014405762304922","0.10384153661464586","0.10384153661464586","0.10384153661464586"
"1502208000","0.06812725090036015","0.06812725090036015","0.06812725090036015","0.0663265306122449","0.0663265306122449","0.0663265306122449","0.06752701080432173","0.06752701080432173","0.06752701080432173","0.07923169267707082","0.07923169267707082","0.07923169267707082","0.08853541416566627","0.08853541416566627","0.08853541416566627","0.09633853541416566","0.09633853541416566","0.09633853541416566","0.10114045618247298","0.10114045618247298","0.10114045618247298","0.10234093637454982","0.10234093637454982","0.10234093637454982","0.10684273709483794","0.10684273709483794","0.10684273709483794"
"1602355200","0.07232893157262905","0.07232893157262905","0.07232893157262905","0.07743097238895558","0.07743097238895558","0.07743097238895558","0.07052821128451381","0.07052821128451381","0.07052821128451381","0.08283313325330131","0.08283313325330131","0.08283313325330131","0.09333733493397359","0.09333733493397359","0.09333733493397359","0.09333733493397359","0.09333733493397359","0.09333733493397359","0.09603841536614646","0.09603841536614646","0.09603841536614646","0.10264105642256903","0.10264105642256903","0.10264105642256903","0.10624249699879952","0.10624249699879952","0.10624249699879952"
"1702502400","0.07232893157262905","0.07232893157262905","0.07232893157262905","0.0741296518607443","0.0741296518607443","0.0741296518607443","0.07382953181272509","0.07382953181272509","0.07382953181272509","0.08343337334933974","0.08343337334933974","0.08343337334933974","0.09183673469387756","0.09183673469387756","0.09183673469387756","0.10054021608643457","0.10054021608643457","0.10054021608643457","0.10444177671068428","0.10444177671068428","0.10444177671068428","0.10474189675870348","0.10474189675870348","0.10474189675870348","0.11464585834333733","0.11464585834333733","0.11464585834333733"
"1802649600","0.07322929171668667","0.07322929171668667","0.07322929171668667","0.07472989195678272","0.07472989195678272","0.07472989195678272","0.07232893157262905","0.07232893157262905","0.07232893157262905","0.08553421368547419","0.08553421368547419","0.08553421368547419","0.09843937575030012","0.09843937575030012","0.09843937575030012","0.10444177671068428","0.10444177671068428","0.10444177671068428","0.10804321728691477","0.10804321728691477","0.10804321728691477","0.11194477791116447","0.11194477791116447","0.11194477791116447","0.11134453781512606","0.11134453781512606","0.11134453781512606"
"1902796800","0.07803121248499399","0.07803121248499399","0.07803121248499399","0.0822328931572629","0.0822328931572629","0.0822328931572629","0.07593037214885955","0.07593037214885955","0.07593037214885955","0.09003601440576231","0.09003601440576231","0.09003601440576231","0.10294117647058823","0.10294117647058823","0.10294117647058823","0.11254501800720289","0.11254501800720289","0.11254501800720289","0.11614645858343338","0.11614645858343338","0.11614645858343338","0.11854741896758704","0.11854741896758704","0.11854741896758704","0.11914765906362546","0.11914765906362546","0.11914765906362546"
"2002944000","0.07743097238895558","0.07743097238895558","0.07743097238895558","0.08013205282112845","0.08013205282112845","0.08013205282112845","0.08073229291716687","0.08073229291716687","0.08073229291716687","0.09093637454981993","0.09093637454981993","0.09093637454981993","0.10384153661464586","0.10384153661464586","0.10384153661464586","0.10714285714285714","0.10714285714285714","0.10714285714285714","0.117046818727491","0.117046818727491","0.117046818727491","0.11644657863145258","0.11644657863145258","0.11644657863145258","0.11794717887154862","0.11794717887154862","0.11794717887154862"
