Step,jovial-knuth-3 - hard/00_episode_successes,jovial-knuth-3 - hard/00_episode_successes__MIN,jovial-knuth-3 - hard/00_episode_successes__MAX,jovial-knuth-3 - hard/01_episode_successes,jovial-knuth-3 - hard/01_episode_successes__MIN,jovial-knuth-3 - hard/01_episode_successes__MAX,jovial-knuth-3 - hard/02_episode_successes,jovial-knuth-3 - hard/02_episode_successes__MIN,jovial-knuth-3 - hard/02_episode_successes__MAX,jovial-knuth-3 - hard/04_episode_successes,jovial-knuth-3 - hard/04_episode_successes__MIN,jovial-knuth-3 - hard/04_episode_successes__MAX,jovial-knuth-3 - hard/06_episode_successes,jovial-knuth-3 - hard/06_episode_successes__MIN,jovial-knuth-3 - hard/06_episode_successes__MAX,jovial-knuth-3 - hard/08_episode_successes,jovial-knuth-3 - hard/08_episode_successes__MIN,jovial-knuth-3 - hard/08_episode_successes__MAX,jovial-knuth-3 - hard/10_episode_successes,jovial-knuth-3 - hard/10_episode_successes__MIN,jovial-knuth-3 - hard/10_episode_successes__MAX,jovial-knuth-3 - hard/12_episode_successes,jovial-knuth-3 - hard/12_episode_successes__MIN,jovial-knuth-3 - hard/12_episode_successes__MAX,jovial-knuth-3 - hard/16_episode_successes,jovial-knuth-3 - hard/16_episode_successes__MIN,jovial-knuth-3 - hard/16_episode_successes__MAX
801177600,0.3235294117647059,0.3235294117647059,0.3235294117647059,0.3634453781512605,0.3634453781512605,0.3634453781512605,0.3805522208883553,0.3805522208883553,0.3805522208883553,0.3880552220888355,0.3880552220888355,0.3880552220888355,0.393157262905162,0.393157262905162,0.393157262905162,0.39015606242497,0.39015606242497,0.39015606242497,0.393157262905162,0.393157262905162,0.393157262905162,0.391656662665066,0.391656662665066,0.391656662665066,0.3937575030012005,0.3937575030012005,0.3937575030012005
901324800,0.3574429771908763,0.3574429771908763,0.3574429771908763,0.3847539015606242,0.3847539015606242,0.3847539015606242,0.400360144057623,0.400360144057623,0.400360144057623,0.4144657863145258,0.4144657863145258,0.4144657863145258,0.4183673469387755,0.4183673469387755,0.4183673469387755,0.4171668667466987,0.4171668667466987,0.4171668667466987,0.4186674669867947,0.4186674669867947,0.4186674669867947,0.4222689075630252,0.4222689075630252,0.4222689075630252,0.4177671068427371,0.4177671068427371,0.4177671068427371
1001472000,0.3478391356542617,0.3478391356542617,0.3478391356542617,0.3832533013205282,0.3832533013205282,0.3832533013205282,0.4042617046818727,0.4042617046818727,0.4042617046818727,0.42046818727491,0.42046818727491,0.42046818727491,0.4192677070828331,0.4192677070828331,0.4192677070828331,0.421968787515006,0.421968787515006,0.421968787515006,0.4213685474189675,0.4213685474189675,0.4213685474189675,0.421968787515006,0.421968787515006,0.421968787515006,0.4171668667466987,0.4171668667466987,0.4171668667466987
1101619200,0.3517406962785114,0.3517406962785114,0.3517406962785114,0.3919567827130852,0.3919567827130852,0.3919567827130852,0.4126650660264105,0.4126650660264105,0.4126650660264105,0.4243697478991596,0.4243697478991596,0.4243697478991596,0.4270708283313325,0.4270708283313325,0.4270708283313325,0.4246698679471788,0.4246698679471788,0.4246698679471788,0.4252701080432173,0.4252701080432173,0.4252701080432173,0.4195678271308523,0.4195678271308523,0.4195678271308523,0.4243697478991596,0.4243697478991596,0.4243697478991596
1201766400,0.3712484993997599,0.3712484993997599,0.3712484993997599,0.4063625450180072,0.4063625450180072,0.4063625450180072,0.4201680672268907,0.4201680672268907,0.4201680672268907,0.4336734693877551,0.4336734693877551,0.4336734693877551,0.4453781512605042,0.4453781512605042,0.4453781512605042,0.4417767106842737,0.4417767106842737,0.4417767106842737,0.4420768307322929,0.4420768307322929,0.4420768307322929,0.4399759903961585,0.4399759903961585,0.4399759903961585,0.4414765906362545,0.4414765906362545,0.4414765906362545
1301913600,0.4159663865546218,0.4159663865546218,0.4159663865546218,0.4549819927971189,0.4549819927971189,0.4549819927971189,0.4663865546218487,0.4663865546218487,0.4663865546218487,0.4795918367346938,0.4795918367346938,0.4795918367346938,0.484093637454982,0.484093637454982,0.484093637454982,0.4837935174069628,0.4837935174069628,0.4837935174069628,0.4864945978391357,0.4864945978391357,0.4864945978391357,0.484093637454982,0.484093637454982,0.484093637454982,0.4864945978391357,0.4864945978391357,0.4864945978391357
1402060800,0.3970588235294117,0.3970588235294117,0.3970588235294117,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4492797118847539,0.4492797118847539,0.4492797118847539,0.4648859543817527,0.4648859543817527,0.4648859543817527,0.4630852340936374,0.4630852340936374,0.4630852340936374,0.4657863145258103,0.4657863145258103,0.4657863145258103,0.4639855942376951,0.4639855942376951,0.4639855942376951,0.4633853541416566,0.4633853541416566,0.4633853541416566,0.4672869147659063,0.4672869147659063,0.4672869147659063
1502208000,0.398859543817527,0.398859543817527,0.398859543817527,0.4318727490996398,0.4318727490996398,0.4318727490996398,0.4534813925570228,0.4534813925570228,0.4534813925570228,0.459483793517407,0.459483793517407,0.459483793517407,0.4666866746698679,0.4666866746698679,0.4666866746698679,0.4669867947178872,0.4669867947178872,0.4669867947178872,0.4678871548619447,0.4678871548619447,0.4678871548619447,0.4666866746698679,0.4666866746698679,0.4666866746698679,0.4660864345738295,0.4660864345738295,0.4660864345738295
1602355200,0.3787515006002401,0.3787515006002401,0.3787515006002401,0.4153661464585834,0.4153661464585834,0.4153661464585834,0.4336734693877551,0.4336734693877551,0.4336734693877551,0.43937575030012,0.43937575030012,0.43937575030012,0.4381752701080432,0.4381752701080432,0.4381752701080432,0.4462785114045618,0.4462785114045618,0.4462785114045618,0.4435774309723889,0.4435774309723889,0.4435774309723889,0.4405762304921968,0.4405762304921968,0.4405762304921968,0.43937575030012,0.43937575030012,0.43937575030012
1702502400,0.4333733493397358,0.4333733493397358,0.4333733493397358,0.4708883553421368,0.4708883553421368,0.4708883553421368,0.4879951980792317,0.4879951980792317,0.4879951980792317,0.5003001200480192,0.5003001200480192,0.5003001200480192,0.5057022809123649,0.5057022809123649,0.5057022809123649,0.5048019207683073,0.5048019207683073,0.5048019207683073,0.507202881152461,0.507202881152461,0.507202881152461,0.5036014405762305,0.5036014405762305,0.5036014405762305,0.5042016806722689,0.5042016806722689,0.5042016806722689
1802649600,0.4351740696278511,0.4351740696278511,0.4351740696278511,0.4726890756302521,0.4726890756302521,0.4726890756302521,0.491296518607443,0.491296518607443,0.491296518607443,0.4972989195678271,0.4972989195678271,0.4972989195678271,0.5,0.5,0.5,0.5048019207683073,0.5048019207683073,0.5048019207683073,0.5054021608643458,0.5054021608643458,0.5054021608643458,0.5012004801920769,0.5012004801920769,0.5012004801920769,0.5042016806722689,0.5042016806722689,0.5042016806722689
1902796800,0.4249699879951981,0.4249699879951981,0.4249699879951981,0.4627851140456182,0.4627851140456182,0.4627851140456182,0.4792917166866747,0.4792917166866747,0.4792917166866747,0.4939975990396158,0.4939975990396158,0.4939975990396158,0.4936974789915966,0.4936974789915966,0.4936974789915966,0.494297719087635,0.494297719087635,0.494297719087635,0.4924969987995198,0.4924969987995198,0.4924969987995198,0.4954981992797119,0.4954981992797119,0.4954981992797119,0.4930972388955582,0.4930972388955582,0.4930972388955582
2002944000,0.4282713085234094,0.4282713085234094,0.4282713085234094,0.4654861944777911,0.4654861944777911,0.4654861944777911,0.4837935174069628,0.4837935174069628,0.4837935174069628,0.4939975990396158,0.4939975990396158,0.4939975990396158,0.4951980792316927,0.4951980792316927,0.4951980792316927,0.4987995198079231,0.4987995198079231,0.4987995198079231,0.4960984393757503,0.4960984393757503,0.4960984393757503,0.4954981992797119,0.4954981992797119,0.4954981992797119,0.4936974789915966,0.4936974789915966,0.4936974789915966
